lodIDN,duplicate_Check,Identifier,Label,GUPRI,Status,Globally Unique,Unique,Persistent,Resolution Topology,Resolution Type,Resolvable,API,Authority,Availability Monitored,Count,Countries,Coverage,Description,Disciplinary,Entity,Identifier Type,ISO,Managers,MetaResolvers,MPA,Namespace Type,Number of Resolvers,Provider,Recommended By,Scheme,Standard,Start Date
pid_graph:D75629BE,,PURL,PURL,GUpRi.png,Established,Yes,Globally Unique,"Implicit,Yes",Centralised,Resolver,Direct,,Internet Archive,No,1000000,"[""Australia"", ""Finland""]",Global,A PURL is a Persistent Uniform Resource Locator,Generic,"Datasets,Research Grants,Concepts,Data types",Allocated,"AUS,FIN",32,No,,No Prefix,1,Internet Archive,2,Uniform Resource Locator,RFC 2396: Uniform Resource Identifiers (URI): Generic Syntax,1995
pid_graph:D1BA9B24,,dPID,dPID,GUpri.png,Emerging,Yes,Globally Unique,"Implicit,Yes",Distributed,Resolver,Indirect,Yes,"Internet Corporation for Assigned Names and Numbers (ICANN),Bitzi,World Wide Web Consortium (W3C),W3C DID Working Group,Decentralised",No,1000000,,Global,"DIDs  (dPIDs) are a new type of identifier that enables verifiable, self-sovereign digital identity using blockchain and DLT. DIDs are an effort by the W3C Credentials Community Group and the wider Internet identity community to define identifiers that can be registered, updated, resolved, and revoked without any dependency on a central authority or intermediary.",Generic,,Intrinsic,,1,"Yes,No",,"Semantic Prefix, Unique Hash",2,Decentralised,,Decentralized Identifier,DID Specification Registries,2022
pid_graph:DE9F6BF4,,URN:ISAN,URN:ISAN,-UPRi.png,Established,Yes,Namespace Unique,Explicit,Centralised,Resolver,Direct,Yes,ISAN International Agency,No,2000000,,Global,"International Standard Audiovisual Number (ISAN) is a unique identifier for audiovisual works and related versions, similar to ISBN for books",Generic,Creative Works,Allocated,,1,Yes,,No Prefix,1,ISAN International Agency,,URN - ISAN Scheme,"ISO 15706:2002 (Part 1), ISO 15706-2:2007 (Part 2)",2002
pid_graph:710BC55E,,URN:ISNI,URN: ISNI,-UPRi.png,Established,Yes,Namespace Unique,Explicit,Centralised,Resolver,Direct,Yes,ISNI International Agency,No,,"[""Finland"", ""Korea"", ""Netherlands""]",,"16-digit identifier for people and organisations
ISNI is the ISO certified global standard number for identifying the millions of contributors to creative works and those active in their distribution, including researchers, inventors, writers, artists, visual creators, performers, producers, publishers, aggregators, and more. It is part of a family of international standard identifiers that includes identifiers of works, recordings, products and right holders in all repertoires, e.g. DOI, ISAN, ISBN, ISRC, ISSN, ISTC, and ISWC. The mission of the ISNI International Authority (ISNI-IA) is to assign to the public name(s) of a researcher, inventor, writer, artist, performer, publisher, etc. a persistent unique identifying number in order to resolve the problem of name ambiguity in search and discovery; and diffuse each assigned ISNI across all repertoires in the global supply chain so that every published work can be unambiguously attributed to its creator wherever that work is described.",,"Person,Organisations,Researcher",Allocated,"FIN,KOR,NLD",43,"Yes,No",,No Prefix,2,Biblioteca nacional de España,3,International Standard Name Identifier,ISO 27729:2012,2012
pid_graph:986D97DF,,SBN/ ICCU,SBN/ ICCU,-üPRi.png,Established,No,Locally Unique,Explicit,Centralised,Resolver,Direct,Yes,Italian Central Institute for Cataloguing and Documentation (ICCU),No,5000000,"[""Korea""]",Italy,identifier issued by National Library Service (SBN) of Italy,Generic,"Person,Researcher",Allocated,KOR,1,No,,No Prefix,1,Italian Central Institute for Cataloguing and Documentation (ICCU),1,Internal National Library of Italy Scheme,Internal SBN Standard,1992
pid_graph:6FA60579,,InChI,InChI,-UPRi.png,Established,Yes,Namespace Unique,Explicit,Centralised,Resolver,Direct,Yes,IUPAC,No,156000000,,Global,"The IUPAC International Chemical Identifier (InChI) is a non-proprietary identifier for chemical substances that can be used in printed and electronic data sources. It is derived solely from a structural representation of that substance, such that a single compound always yields the same identifier.",Physical Sciences,Chemical Substances,Intrinsic,,1,"Yes,No",,Static Prefix,5,International Union of Pure and Applied Chemistry (IUPAC),,InChi Scheme,InChI Certification Suite,2005
pid_graph:D2BC44A7,,InChiKey,InChiKey,GUPRi.png,Established,Yes,Globally Unique,Explicit,Centralised,Resolver,Direct,,IUPAC,No,156000000,,Global,"The IUPAC International Chemical Identifier (InChI, see MIR:00000383) is an identifier for chemical substances, and is derived solely from a structural representation of that substance. Since these can be quite unwieldly, particularly for web use, the InChIKey was developed. These are of a fixed length (25 character) and were created as a condensed, more web friendly, digital representation of the InChI.",Physical Sciences,Chemical Substances,Intrinsic,,1,"No,Yes",,Unique Hash,4,International Union of Pure and Applied Chemistry (IUPAC),,InChiKey Scheme,InChI Certification Suite,2008
pid_graph:7D3DC0E1,,VIAF,VIAF,-UPRi.png,Established,Yes,Namespace Unique,Explicit,Centralised,Resolver,Direct,Yes,Library of Congress,No,50000000,,Global,Identifier for the Virtual International Authority File database [format: up to 22 digits],Generic,Person,Allocated,,70,Yes,,No Prefix,1,Library of Congress,,Virtual International Authority File,VIAF Standard,2003
pid_graph:03A715EA1,,BibCode,BibCode,-UpRi.png,Established,Yes,Namespace Unique,"Implicit,Yes",Centralised,Resolver,Direct,Yes,NASA Astrophysics Data System (ADS),No,100000000,,Global,"Bibliographic reference code for a journal, maintained by Harvard",Astronomy,Research Outputs,Allocated,,1,Yes,,Semantic Prefix,1,NASA Astrophysics Data System (ADS),,BibCode Scheme,Bibcode Published Schema,1993
pid_graph:C8042C4B,,URN:NBN:HR,URN:NBN:HR,-UPRi.png,Established,Yes,Namespace Unique,Explicit,Decentralised,Resolver,Direct,,National and University Library in Zagreb,,400000,,Croatia,"National Bibliography Number (NBN) is a group of publication identifier systems used by national libraries in countries such as Germany, Italy, Finland, Norway, The Netherlands and Sweden",Generic,Research Outputs,Allocated,,1,,,Static Prefix,,National and University Library in Zagreb,,URN:NBN,RFC 8458: ‘Using National Bibliography Numbers as Uniform Resource Name’,2015
pid_graph:E20D377D,,URN:NBN:SI,URN:NBN:SI,-UPRi.png,Established,Yes,Namespace Unique,Explicit,Decentralised,Resolver,Direct,,National and University Library of Slovenia,,180000,,Slovenia,"National Bibliography Number (NBN) is a group of publication identifier systems used by national libraries in countries such as Germany, Italy, Finland, Norway, The Netherlands and Sweden",Generic,Research Outputs,Allocated,,1,,,Static Prefix,,National and University Library of Slovenia,,URN:NBN,RFC 8458: ‘Using National Bibliography Numbers as Uniform Resource Name’,2010
pid_graph:7380A573,,URN:NBN:SK,URN:NBN:SK,-UPRi.png,Established,Yes,Namespace Unique,Explicit,Decentralised,Resolver,Direct,,National Awareness Centre (Slovakia),,1200000,,Slovakia,"National Bibliography Number (NBN) is a group of publication identifier systems used by national libraries in countries such as Germany, Italy, Finland, Norway, The Netherlands and Sweden",Generic,Research Outputs,Allocated,,1,,,Static Prefix,,National Awareness Centre (Slovakia),,URN:NBN,RFC 8458: ‘Using National Bibliography Numbers as Uniform Resource Name’,2010
pid_graph:7E709E593,,URN:NBN:FI,URN:NBN:FI,-UPRi.png,Established,Yes,Namespace Unique,Explicit,Decentralised,Resolver,Direct,Yes,"National Library of Finland,ISNI International Agency",No,3000000,,Finland,"National Bibliography Number (NBN) is a group of publication identifier systems used by national libraries in countries such as Germany, Italy, Finland, Norway, The Netherlands and Sweden",Generic,Research Outputs,Allocated,,1,Yes,,Static Prefix,1,National Library of Finland,,URN:NBN,RFC 8458: ‘Using National Bibliography Numbers as Uniform Resource Name’,1997
pid_graph:E1F68A70,,Korean national author ID,Korean national author ID,-UPRi.png,Established,Yes,Namespace Unique,Explicit,Centralised,Resolver,Direct,,"National Library of Korea,ISNI International Agency",,500000,"[""Korea""]",Korea,"The Korean National Author ID system is an identifier used in South Korea to uniquely identify authors, particularly those involved in academic and scholarly publishing.",Generic,"Researcher,Person",Allocated,KOR,1,,,No Prefix,,National Library of Korea,1,International Standard Name Identifier,ISO 27729:2012,2008
pid_graph:8EB6C97D,,URN:NBN:NO,URN:NBN:NO,-UPRi.png,Established,Yes,Namespace Unique,Explicit,Decentralised,Resolver,Direct,,"National Library of Norway,ISNI International Agency",,8500000,,Norway,"National Bibliography Number (NBN) is a group of publication identifier systems used by national libraries in countries such as Germany, Italy, Finland, Norway, The Netherlands and Sweden",Generic,Research Outputs,Allocated,,1,,,Static Prefix,,National Library of Norway,,URN:NBN,RFC 8458: ‘Using National Bibliography Numbers as Uniform Resource Name’,2001
pid_graph:882397A9,,URN:NBN:SE,URN:NBN:SE,-UPRi.png,Established,Yes,Namespace Unique,Explicit,Decentralised,Resolver,Direct,,National Library of Sweden,,2300000,,Sweden,"National Bibliography Number (NBN) is a group of publication identifier systems used by national libraries in countries such as Germany, Italy, Finland, Norway, The Netherlands and Sweden",Generic,Research Outputs,Allocated,,1,,,Static Prefix,,National Library of Sweden,,URN:NBN,RFC 8458: ‘Using National Bibliography Numbers as Uniform Resource Name’,1998
pid_graph:369FA36F,,URN:NBN:CZ,URN:NBN:CZ,-UPRi.png,Established,Yes,Namespace Unique,Explicit,Decentralised,Resolver,Direct,,National Library of the Czech Republic,,2000000,,Czech Republic,"National Bibliography Number (NBN) is a group of publication identifier systems used by national libraries in countries such as Germany, Italy, Finland, Norway, The Netherlands and Sweden",Generic,Research Outputs,Allocated,,1,,,Static Prefix,,National Library of the Czech Republic,,URN:NBN,RFC 8458: ‘Using National Bibliography Numbers as Uniform Resource Name’,2012
pid_graph:487BCE7F,,Korean national research ID,Korean national research ID,-UPRi.png,Established,Yes,Namespace Unique,Explicit,Centralised,Resolver,Direct,,National Research Foundation of Korea (NRF),,1000000,"[""Korea""]",Korea,,Generic,"Researcher,Person",Allocated,KOR,1,,,No Prefix,,National Research Foundation of Korea (NRF),1,Internal Korea NRF Scheme,Internal Korea NRF Standard,2009
pid_graph:56ADD30B,,Korean research funding ID,Korean research funding ID,-UPRi.png,Established,Yes,Namespace Unique,Explicit,Centralised,Resolver,Direct,,National Research Foundation of Korea (NRF),,100000,"[""Korea""]",Korea,,Generic,Research Grants,Allocated,KOR,1,,,No Prefix,,National Research Foundation of Korea (NRF),1,Internal Korea NRF Scheme,Internal Korea NRF Standard,2009
pid_graph:9A92E859,,URN:NBN:HU,URN:NBN:HU,-UPRi.png,Established,Yes,Namespace Unique,Explicit,Decentralised,Resolver,Direct,,National Széchényi Library,,100000,,Hungary,"National Bibliography Number (NBN) is a group of publication identifier systems used by national libraries in countries such as Germany, Italy, Finland, Norway, The Netherlands and Sweden",Generic,Research Outputs,Allocated,,1,,,Static Prefix,,National Széchényi Library,,URN:NBN,RFC 8458: ‘Using National Bibliography Numbers as Uniform Resource Name’,2003
pid_graph:075D8338,,AID,AID,-üPRi.png,Established,No,Locally Unique,Explicit,Centralised,Resolver,Direct,Yes,NCBI,No,1000000,,Global,"PubChem BioAssay contains small-molecule and RNAi screening data along with associated annotation information from contributing organizations. BioAssay contains a collection of bioactivity and toxicity data that has greatly supported research in fields such as medicinal chemistry, drug discovery, pharmaceutical genomics and informatics research. As a primary archive, the provenance of all records belongs to the submitter.",Life Sciences,Research Outputs,Allocated,,1,No,,No Prefix,1,National Center for Biotechnology Information (NCBI),,AID Scheme,Internal NCBI Standard - AID,2004
pid_graph:27D128A4,,CID,CID,-üPRi.png,Established,No,Locally Unique,Explicit,Centralised,Resolver,Direct,Yes,NCBI,No,100000000,,Global,PubChem Compound records are derived summaries that give users access to a rich set of related content. Compound records contain unique chemical structures extracted from contributed Substance records through a process called ‘standardization’. Each Compound record points to at least one Substance record.,Generic,Chemical Substances,Allocated,,1,No,,No Prefix,1,National Center for Biotechnology Information (NCBI),,PubChem CID Scheme,NCBI Internal Standard - CID,2004
pid_graph:52A9C539,,dbGaP ID,dbGaP ID,-üpRi.png,Established,No,Locally Unique,"Implicit,Yes",Centralised,Resolver,Direct,,NCBI,No,1000000,,Global,The database of Genotypes and Phenotypes (dbGaP) was developed to archive and distribute the data and results from studies that have investigated the interaction of genotype and phenotype in Humans.,Life Sciences,Genomics-Related,Allocated,,1,Yes,,Static Prefix,1,National Center for Biotechnology Information (NCBI),,dbGaP Scheme,dbGaP PD Standard,2006
pid_graph:CB69320B,,dbVar ID,dbVar ID,-üpRi.png,Established,No,Locally Unique,"Implicit,Yes",Centralised,Resolver,Direct,Yes,NCBI,No,100000,,Global,"dbVar is NCBI's database of human genomic Structural Variation — large variants >50 bp including insertions, deletions, duplications, inversions, mobile elements, translocations, and complex variants",Life Sciences,Genomics-Related,Allocated,,1,No,,Static Prefix,1,National Center for Biotechnology Information (NCBI),,dbVar Scheme,dbVar ID Standard,2010
pid_graph:10C00601,,GDS ID,GDS ID,-üpRi.png,Established,No,Locally Unique,"Implicit,Yes",Centralised,Resolver,Direct,Yes,NCBI,No,500000,,Global,"This database stores curated gene expression DataSets, as well as original Series and Platform records in the Gene Expression Omnibus (GEO) repository. Enter search terms to locate experiments of interest. DataSet records contain additional resources including cluster tools and differential expression queries.",Life Sciences,Genomics-Related,Allocated,,1,No,,Static Prefix,1,National Center for Biotechnology Information (NCBI),,GDS Scheme,GDS ID Standard,2000
pid_graph:B9A4AB49,,Gene ID,Gene ID,-UPRi.png,Established,Yes,Namespace Unique,Explicit,Centralised,Resolver,Direct,Yes,NCBI,No,50000000,,Global,"Gene integrates information from a wide range of species. A record may include nomenclature, Reference Sequences (RefSeqs), maps, pathways, variations, phenotypes, and links to genome-, phenotype-, and locus-specific resources worldwide.",Life Sciences,Genomics-Related,Allocated,,1,No,,No Prefix,1,National Center for Biotechnology Information (NCBI),,Gene ID Scheme,Gene ID Standard,1999
pid_graph:D800044E,,Genome ID,Genome ID,-UPri.png,Discontinued,Yes,Namespace Unique,Explicit,Centralised,Resolver,Indirect,Yes,NCBI,No,1000000,,Global,"This resource organizes information on genomes including sequences, maps, chromosomes, assemblies, and annotations.",Life Sciences,Genomics-Related,Allocated,,1,Yes,,Static Prefix,1,National Center for Biotechnology Information (NCBI),,Genome Scheme,Genome ID Standard,1992
pid_graph:B0DD2B6E,,GEO ID,GEO ID,-üPRi.png,Established,No,Locally Unique,Explicit,Centralised,Resolver,Direct,Yes,NCBI,No,500000,,Global,This database stores individual gene expression profiles from curated DataSets in the Gene Expression Omnibus (GEO) repository. Search for specific profiles of interest based on gene annotation or pre-computed profile characteristics.,Life Sciences,Genomics-Related,Allocated,,1,No,,No Prefix,1,National Center for Biotechnology Information (NCBI),,GEO ID Scheme,GEO ID Standard,2000
pid_graph:B36773C9,,MeSH ID        ,MeSH ID        ,-üpRi.png,Established,No,Locally Unique,"Implicit,Yes",Centralised,Resolver,Direct,Yes,NCBI,No,318000,,Global,MeSH (Medical Subject Headings) is the NLM controlled vocabulary thesaurus used for indexing articles for PubMed.,Life Sciences,Concepts,Allocated,,1,No,,No Prefix,1,National Center for Biotechnology Information (NCBI),,MeSH Scheme,MeshID Standard,1960
pid_graph:FE96C149,,MMDB-ID,MMDB-ID,-üp-i.png,Established,No,Locally Unique,"Implicit,Yes",Centralised,Resolver,Indirect,,NCBI,No,28000,,Global,"The Conserved Domain Database (CDD) brings together several collections of multiple sequence alignments representing conserved domains, in addition to NCBI-curated domains that use 3D-structure information explicitly to define domain boundaries and provide insights into sequence/structure/function relationships.",Life Sciences,Genomics-Related,Allocated,,1,No,,No Prefix,1,National Center for Biotechnology Information (NCBI),,MMDB Scheme,MMDB-ID Standard,1998
pid_graph:50E7B5FE,,NLM Catalog ID        ,NLM Catalog ID        ,-üpRi.png,Established,No,Locally Unique,"Implicit,Yes",Centralised,Resolver,Direct,,NCBI,No,1400000,,Global,"The NLM Catalog provides access to NLM bibliographic data for journals, books, audiovisuals, computer software, electronic resources and other materials. Links to the library's holdings in LocatorPlus, NLM's online public access catalog, are also provided.",Life Sciences,Research Outputs,Allocated,,1,No,,No Prefix,1,National Center for Biotechnology Information (NCBI),,NLM Catalog Scheme,NLM Catalogue ID Standard,1960
pid_graph:D8E9EA2D,,PMCID,PMCID,-üpRi.png,Established,No,Locally Unique,"Implicit,Yes",Centralised,Resolver,Direct,,NCBI,No,10000000,,Global,PubMed Central® (PMC) is a free full-text archive of biomedical and life sciences journal literature at the U.S. National Institutes of Health's National Library of Medicine (NIH/NLM),Life Sciences,Research Outputs,Allocated,,1,No,,Static Prefix,1,National Center for Biotechnology Information (NCBI),,PMCID Scheme,PMCID Standard,2000
pid_graph:08629E50,,PMID,PMID,-üpRi.png,Established,No,Locally Unique,"Implicit,Yes",Centralised,Resolver,Direct,,NCBI,No,40000000,"[""Finland""]",Global,"A PMID (PubMed identifier or PubMed unique identifier) is a unique integer value, starting at 1, assigned to each PubMed record.",Life Sciences,"Research Outputs,Publications",Allocated,FIN,1,No,,No Prefix,2,National Center for Biotechnology Information (NCBI),1,Pub Med Identification Number,PMID Standard,1996
pid_graph:AE530285,,PopSet ID,PopSet ID,-üPRi.png,Established,No,Locally Unique,Explicit,Centralised,Resolver,Direct,,NCBI,No,1000000,,Global,"The PopSet database is a collection of related DNA sequences derived from population, phylogenetic, mutation and ecosystem studies that have been submitted to GenBank.",Life Sciences,Genomics-Related,Allocated,,1,No,,No Prefix,1,National Center for Biotechnology Information (NCBI),,PopSet Scheme,PopSet ID Standard,2000
pid_graph:D0FEC2B9,,Probe ID	,Probe ID	,-üpri.png,Discontinued,No,Locally Unique,"Implicit,Yes",Centralised,Resolver,Indirect,,NCBI,No,1000000,,Global,"The NCBI Probe Database is a public registry of nucleic acid reagents designed for use in a wide variety of biomedical research applications, together with information on reagent distributors, probe effectiveness, and computed sequence similarities.",Life Sciences,"Chemical Substances,Genomics-Related",Allocated,,1,No,,No Prefix,1,National Center for Biotechnology Information (NCBI),,Probe Scheme,Probe ID Standard,2000
pid_graph:A2F84B54,,Protein Cluster ID,Protein Cluster ID,-üpRi.png,Established,No,Locally Unique,"Implicit,Yes",Discontinued,Resolver,Direct,,NCBI,,1000000,,Global,"This collection of related protein sequences (clusters) consists of proteins derived from the annotations of whole genomes, organelles and plasmids. It currently limited to Archaea, Bacteria, Plants, Fungi, Protozoans, and Viruses",Life Sciences,Genomics-Related,Allocated,,1,,,No Prefix,,National Center for Biotechnology Information (NCBI),,Protein Cluster Scheme,Protein Cluster Identifier Standard,2007
pid_graph:4A58E440,,Protein GI number        ,Protein GI number        ,-üpRi.png,Established,No,Locally Unique,"Implicit,Yes",Centralised,Resolver,Direct,Yes,NCBI,No,500000000,,Global,"The Protein database is a collection of sequences from several sources, including translations from annotated coding regions in GenBank, RefSeq and TPA, as well as records from SwissProt, PIR, PRF, and PDB. Protein sequences are the fundamental determinants of biological structure and function.",Life Sciences,Genomics-Related,Allocated,,1,No,,No Prefix,1,National Center for Biotechnology Information (NCBI),,Internal NCBI Schema,Internal NCBI Standard,1971
pid_graph:187B413B,,PSSM-ID,PSSM-ID,-üpri.png,Established,No,Locally Unique,"Implicit,Yes",Centralised,Resolver,Indirect,Yes,NCBI,No,100000,,Global,CDD is a protein annotation resource that consists of a collection of well-annotated multiple sequence alignment models for ancient domains and full-length proteins.,Life Sciences,Genomics-Related,Allocated,,1,No,,No Prefix,1,National Center for Biotechnology Information (NCBI),,PSSM Scheme,PSSM ID Standard,2003
pid_graph:D9D0AD30,,rs number,rs number,-üpRi.png,Established,No,Locally Unique,"Implicit,Yes",Centralised,Resolver,Direct,Yes,NCBI,No,1000000,,Global,"dbSNP contains human single nucleotide variations, microsatellites, and small-scale insertions and deletions along with publication, population frequency, molecular consequence, and genomic and RefSeq mapping information for both common variations and clinical mutations.",Life Sciences,Genomics-Related,Allocated,,1,No,,Static Prefix,1,National Center for Biotechnology Information (NCBI),,dbSNP Scheme,dbSNP Standard,1999
pid_graph:8930C278,,SID,SID,-üPRi.png,Established,No,Locally Unique,Explicit,Centralised,Resolver,Direct,Yes,NCBI,No, ,,Global,PubChem Substance is the primary archive for community-provided information about chemical entities.,Life Sciences,Chemical Substances,Allocated,,1,No,,No Prefix,1,National Center for Biotechnology Information (NCBI),,PubChem Substance Scheme,SID Standard,2004
pid_graph:22104FE0,,SRA ID	,SRA ID	,-üPRi.png,Established,No,Locally Unique,Explicit,Centralised,Resolver,Direct,,NCBI,No,50000000,,Global,"Sequence Read Archive (SRA) data, available through multiple cloud providers and NCBI servers, is the largest publicly available repository of high throughput sequencing data. The archive accepts data from all branches of life as well as metagenomic and environmental surveys. SRA stores raw sequencing data and alignment information to enhance reproducibility and facilitate new discoveries through data analysis.",Life Sciences,Genomics-Related,Allocated,,1,No,,Static Prefix,1,National Center for Biotechnology Information (NCBI),,SRA Scheme,SRA Scheme Internal Standard,2007
pid_graph:1D9178F5,,TaxID,TaxID,-üpRi.png,Established,No,Locally Unique,"Implicit,Yes",Centralised,Resolver,Direct,,NCBI,No, ,,Global,The Taxonomy Database is a curated classification and nomenclature for all of the organisms in the public sequence databases. This currently represents about 10% of the described species of life on the planet.,Life Sciences,Genomics-Related,Allocated,,1,No,,No Prefix,1,National Center for Biotechnology Information (NCBI),,Taxonomy Database Scheme,TaxID Standard,1991
pid_graph:C454BB2B,,Toolkit ID,Toolkit ID,-üpRi.png,Established,No,Locally Unique,"Implicit,Yes",Centralised,Resolver,Direct,,NCBI,No,200000,,Global,"The NCBI C++ Toolkit is a public-domain collection of portable libraries, consisting of a cross-platform application framework and a set of utilities and supporting classes to work with biological data.",Life Sciences,Research Software,Allocated,,1,No,,No Prefix,1,National Center for Biotechnology Information (NCBI),,None,None,2004
pid_graph:F8110591,,NZBN,NZBN,-üpri.png,Established,No,Locally Unique,"Implicit,Yes",Centralised,Resolver,Direct,,New Zealand Companies Office,,1000000,"[""New Zealand""]",New Zealand,The NZBN (New Zealand Business Number) is a unique identifier assigned to businesses and other organisations in New Zealand. ,Generic,Organisations,Allocated,NZL,1,,,No Prefix,,New Zealand Companies Office,1,Internal Scheme,NZBN Internal Standard,2016
pid_graph:88E37094,,BusinessID,BusinessID,-üpri.png,Established,No,Locally Unique,"Implicit,Yes",Centralised,Resolver,Indirect,Yes,Not Applicable,No,1000000,,Finland,"In Finland, a code given to businesses and organizations",Generic,Organisations,Allocated,,1,No,,No Prefix,1,Relevant government agency in each country,,Finnish Business ID,Finnish Business Information Act,2001
pid_graph:3DA72078,,VAT number,VAT number,-üpri.png,Established,No,Locally Unique,"Implicit,Yes",Centralised,Resolver,Indirect,,Not Applicable,, ,"[""Finland""]",Global,"Identifier of person or company, used for value added tax purposes",Generic,Organisations,Allocated,FIN,1,,,No Prefix,,Relevant government agency in each country,1,VAT Scheme,ISO 7064,1954
pid_graph:C7CE618B,,XRI,XRI,-UpRi.png,Established,Yes,Namespace Unique,"Implicit,Yes",Centralised,Resolver,Direct,,OASIS XRI Technical Committee,No,5000,,Global,"An Extensible Resource Identifier (abbreviated XRI) is a scheme and resolution protocol for abstract identifiers compatible with Uniform Resource Identifiers and Internationalized Resource Identifiers, developed by the XRI Technical Committee at OASIS",Generic,,Allocated,,1,No,,No Prefix,1,OASIS XRI Technical Committee,,Extensible Resource Identifier,Extensible Resource Identifier (XRI) Resolution Version 2.0,2005
pid_graph:AB1807F6,,OCLC Control Number,OCLC Control Number,-üPRi.png,Established,No,Locally Unique,Explicit,Centralised,Resolver,Direct,Yes,OCLC (Online Computer Library Center),No,3000000000,,Global,OCLC assigns a unique number to each bibliographic record input into WorldCat.,Generic,Research Outputs,Allocated,,1,No,,No Prefix,1,OCLC (Online Computer Library Center),,Internal OCLC Scheme,Internal OCLC Standard,1971
pid_graph:6AE88038,,OpenCitations Corpus,OpenCitations Corpus,-UpRi.png,Established,Yes,Namespace Unique,"Implicit,Yes",Centralised,Resolver,Direct,,OpenCitations,No,100000000,,Global,"The OpenCitations Corpus is open repository of scholarly citation data made available under a Creative Commons public domain dedication (CC0), which provides accurate bibliographic references harvested from the scholarly literature that others may freely build upon, enhance and reuse for any purpose, without restriction under copyright or database law.",Generic,Research Outputs,Allocated,,1,Yes,,No Prefix,1,OpenCitations,,Uniform Resource Locator,RFC 2396: Uniform Resource Identifiers (URI): Generic Syntax,2016
pid_graph:152D5274,,ORCID,ORCID,-UPRi.png,Established,Yes,Namespace Unique,Explicit,Centralised,Resolver,Direct,Yes,"ORCID, Inc.",No,7815364,"[""Australia"", ""Canada"", ""Czechia"", ""Germany"", ""Finland"", ""UK"", ""Korea"", ""Netherlands"", ""New Zealand""]",Global,"ORCID (Open Researcher and Contributor ID) is an open, non-profit, community-based effort to create and maintain a registry of unique identifiers for individual researchers. ORCID records hold non-sensitive information such as name, email, organization name, and research activities.",Generic,"Researcher,Person",Allocated,"AUS,CAN,CZE,DEU,FIN,GBR,KOR,NLD,NZL",1402,Yes,,No Prefix,1,ORCID,9,International Standard Name Identifier,ISO 27729:2012,2009
pid_graph:1F0B6419,,RIN,RIN,-UpRi.png,Established,Yes,Namespace Unique,"Implicit,Yes",Centralised,Resolver,Direct,,"protocols.io, DONA",No,100000,,Global,"A commercial protocol sharing tool, which allows scientists to check in protocols the way that computer scientists check in code",Generic,Protocols,Allocated,,1,No,International DOI Foundation,Static Prefix,1,protocols.io,,Digital Object Identifier,ISO 26324:2022,2016
pid_graph:59B443C3,,JuFo-id,JuFo-id,-UpRi.png,Established,Yes,Namespace Unique,"Implicit,Yes",Centralised,Resolver,Direct,Yes,Publication Forum (Julkaisufoorumi),No,100000,"[""Finland""]",Finland,Identifier in the Julkaisufoorumi (Finnish Publication Forum),Generic,Publications,Allocated,FIN,1,No,,No Prefix,1,Federation of Finnish Learned Societies (TSV) in Finland,1,JuFo-ID,JuFo-Id Standard,2015
pid_graph:42740FD8,,Ringgold ID,Ringgold ID,-üpRi.png,Established,No,Locally Unique,"Implicit,Yes",Centralised,Resolver,Direct,Yes,"Ringgold, Inc.",No,400000,"[""Netherlands""]",Global,Identifier for organisations in the publishing industry supply chain,Generic,Organisations,Allocated,NLD,1,No,,No Prefix,1,"Ringgold, Inc.",1,Ringgold Scheme,Ringgold Standard,2003
pid_graph:109F4044,,ScopusAuthorID,ScopusAuthorID,-üpRi.png,Established,No,Locally Unique,"Implicit,Yes",Centralised,Resolver,Direct,Yes,Scopus,No,20000000,,Global,Identifier for an author assigned in Scopus bibliographic database,Generic,Researchers,Allocated,,1,No,,No Prefix,1,Scopus,,Scopus Author ID Scheme,Scopus Author ID Standard,2004
pid_graph:8A580D4C,,SWHID,SWHID,GUPRi.png,Established,Yes,Globally Unique,Explicit,Centralised,Resolver,Direct,Yes,Software Heritage,No,30000000,"[""Netherlands""]",Global,Persistent identifier of a software source code artifact as archived in the Software Heritage Archive,Generic,"Software,Research Software,Code Repository,Code Fragment,(Source) Code",Intrinsic,NLD,1,Yes,,"Static Prefix, Unique Hash",1,Software Heritage,1,Software Hash ID,SoftWare Heritage persistent IDentifiers (SWHIDs) Standard,2016
pid_graph:7E709E591,,URN:NBN:CH,URN:NBN:CH,-UPRi.png,Established,Yes,Namespace Unique,Explicit,Decentralised,Resolver,Direct,Yes,Swiss National Library,No,375000,,Switzerland,"National Bibliography Number (NBN) is a group of publication identifier systems used by national libraries in countries such as Germany, Italy, Finland, Norway, The Netherlands and Sweden",Generic,Research Outputs,Allocated,,1,Yes,,Static Prefix,1,Swiss National Library,,URN:NBN,RFC 8458: ‘Using National Bibliography Numbers as Uniform Resource Name’,2003
pid_graph:E775ECFD,,URN,URN,GUṕri.png,Established,Yes,Globally Unique,"Implicit, No",Cascading,Resolver,Indirect,,"W3C DID Working Group,Decentralised,World Wide Web Consortium (W3C),Internet Corporation for Assigned Names and Numbers (ICANN),Bitzi",, ,"[""Germany"", ""Finland"", ""Netherlands""]",Global,Uniform Resource Identifier (URI) that uses the urn scheme,Generic,"Samples,Data types,Infrastructures,Funding decisions,Datasets,Publications,Concepts",Allocated,"DEU,FIN,NLD",1,,,No Prefix,,Decentralised,3,Uniform Resource Identifier,RFC 8141: Uniform Resource Names (URNs),1997
