"Serial","lodIDN","Facets"
"1","pid_graph:2E591E66","{""id"": ""pid_graph:2E591E66"", ""API"": null, ""ISO"": null, ""MPA"": null, ""Count"": "" "", ""GUPRI"": null, ""Label"": ""Z39.88-2004"", ""Entity"": null, ""Scheme"": ""Scheme - Z39.88-2004"", ""Status"": ""Established"", ""Unique"": null, ""Coverage"": ""Global"", ""Managers"": null, ""Provider"": null, ""Standard"": ""Standard for Z39.88-2004"", ""Authority"": null, ""Countries"": null, ""Identifier"": ""Z39.88-2004"", ""Persistent"": ""Yes"", ""Resolvable"": null, ""Start Date"": ""2004"", ""Description"": ""The National Information Standards Organization (NISO) has developed standards for OpenURL and its data container as American National Standards Institute (ANSI) standard ANSI/NISO Z39.88-2004"", ""Availability"": null, ""Disciplinary"": ""Generic"", ""MetaResovers"": null, ""Namespace Type"": null, ""Recommended By"": null, ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""No resolver"", ""Number of Resolvers"": null, ""Resolution Topology"": null}"
"1","pid_graph:2EAAEA03","{""id"": ""pid_graph:2EAAEA03"", ""API"": ""Yes"", ""ISO"": null, ""MPA"": null, ""Count"": ""10000000"", ""GUPRI"": ""-üṕRi.png"", ""Label"": ""IdRef ID/SUDOC"", ""Entity"": null, ""Scheme"": ""IdRef ID Scheme"", ""Status"": ""Established"", ""Unique"": ""Locally Unique"", ""Coverage"": ""France"", ""Managers"": ""1"", ""Provider"": ""ABES"", ""Standard"": ""IdRef – Identifiers and References for the ESR"", ""Authority"": ""ABES (Agence Bibliographique de l'Enseignement Supérieur)"", ""Countries"": null, ""Identifier"": ""IdRef ID/SUDOC"", ""Persistent"": ""Yes,Implicit"", ""Resolvable"": ""Direct"", ""Start Date"": ""1998"", ""Description"": ""Identifier for authority control in the French collaborative library catalog (see \nalso P1025). Format: 8 digits followed by a digit or \""X\"""", ""Availability"": ""No"", ""Disciplinary"": ""Generic"", ""MetaResovers"": null, ""Namespace Type"": ""No Prefix"", ""Recommended By"": null, ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": ""3"", ""Resolution Topology"": ""Centralised""}"
"1","pid_graph:316F8BZ0","{""id"": ""pid_graph:316F8BZ0"", ""API"": null, ""ISO"": null, ""MPA"": null, ""Count"": null, ""GUPRI"": null, ""Label"": null, ""Entity"": null, ""Scheme"": null, ""Status"": null, ""Unique"": null, ""Coverage"": null, ""Managers"": ""1"", ""Provider"": null, ""Standard"": null, ""Authority"": null, ""Countries"": null, ""Identifier"": null, ""Persistent"": null, ""Resolvable"": null, ""Start Date"": null, ""Description"": null, ""Availability"": null, ""Disciplinary"": null, ""MetaResovers"": null, ""Namespace Type"": null, ""Recommended By"": null, ""Globally Unique"": null, ""Identifier Type"": null, ""Resolution Type"": null, ""Number of Resolvers"": null, ""Resolution Topology"": null}"
"1","pid_graph:335BCBF1","{""id"": ""pid_graph:335BCBF1"", ""API"": null, ""ISO"": ""FIN"", ""MPA"": null, ""Count"": ""110000000"", ""GUPRI"": null, ""Label"": ""QID"", ""Entity"": ""Data types,Concepts"", ""Scheme"": ""Wikidata Identifier Scheme"", ""Status"": ""Established"", ""Unique"": null, ""Coverage"": ""Global"", ""Managers"": ""1"", ""Provider"": ""Wikimedia Foundation"", ""Standard"": ""Wikidata Identifiers Standard"", ""Authority"": ""Wikimedia Foundation"", ""Countries"": ""[\""Finland\""]"", ""Identifier"": ""QID"", ""Persistent"": ""Yes"", ""Resolvable"": null, ""Start Date"": ""2012"", ""Description"": ""Unique identifier (UID) used in Wikidata"", ""Availability"": null, ""Disciplinary"": ""Generic"", ""MetaResovers"": null, ""Namespace Type"": null, ""Recommended By"": ""1"", ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": null, ""Resolution Topology"": null}"
"1","pid_graph:335BCBF11","{""id"": ""pid_graph:335BCBF11"", ""API"": null, ""ISO"": null, ""MPA"": null, ""Count"": ""10000"", ""GUPRI"": null, ""Label"": ""RAI ID"", ""Entity"": null, ""Scheme"": ""RAI Scheme"", ""Status"": ""Emerging"", ""Unique"": null, ""Coverage"": ""Global"", ""Managers"": ""1"", ""Provider"": ""RAISE.eu"", ""Standard"": ""None"", ""Authority"": ""RAISE.eu"", ""Countries"": null, ""Identifier"": ""RAI ID"", ""Persistent"": ""No"", ""Resolvable"": null, ""Start Date"": ""2023"", ""Description"": ""Research Analysis Identifier (RAI) of experiments will become a new Persistent Identifier (PID) that can be used in addition to existing PIDs. This identifier combines the result with the dataset and algorithm employed by a researcher to process the dataset."", ""Availability"": null, ""Disciplinary"": ""Generic"", ""MetaResovers"": null, ""Namespace Type"": null, ""Recommended By"": null, ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Intrinsic"", ""Resolution Type"": ""No resolver"", ""Number of Resolvers"": null, ""Resolution Topology"": null}"
"1","pid_graph:359EEBC6","{""id"": ""pid_graph:359EEBC6"", ""API"": ""Yes"", ""ISO"": null, ""MPA"": null, ""Count"": ""100000"", ""GUPRI"": null, ""Label"": null, ""Entity"": null, ""Scheme"": null, ""Status"": ""Established"", ""Unique"": null, ""Coverage"": ""Global"", ""Managers"": ""1"", ""Provider"": null, ""Standard"": null, ""Authority"": null, ""Countries"": null, ""Identifier"": null, ""Persistent"": ""Yes"", ""Resolvable"": null, ""Start Date"": ""2013"", ""Description"": null, ""Availability"": null, ""Disciplinary"": ""Life Sciences"", ""MetaResovers"": ""Yes"", ""Namespace Type"": null, ""Recommended By"": null, ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": ""1"", ""Resolution Topology"": null}"
"1","pid_graph:369FA36F","{""id"": ""pid_graph:369FA36F"", ""API"": null, ""ISO"": null, ""MPA"": null, ""Count"": ""2000000"", ""GUPRI"": null, ""Label"": ""URN:NBN:CZ"", ""Entity"": null, ""Scheme"": ""URN:NBN"", ""Status"": ""Established"", ""Unique"": null, ""Coverage"": ""Czech Republic"", ""Managers"": ""1"", ""Provider"": ""National Library of the Czech Republic"", ""Standard"": ""RFC 8458: ‘Using National Bibliography Numbers as Uniform Resource Name’"", ""Authority"": ""National Library of the Czech Republic"", ""Countries"": null, ""Identifier"": ""URN:NBN:CZ"", ""Persistent"": ""Yes"", ""Resolvable"": null, ""Start Date"": ""2012"", ""Description"": ""National Bibliography Number (NBN) is a group of publication identifier systems used by national libraries in countries such as Germany, Italy, Finland, Norway, The Netherlands and Sweden"", ""Availability"": null, ""Disciplinary"": ""Generic"", ""MetaResovers"": null, ""Namespace Type"": null, ""Recommended By"": null, ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": null, ""Resolution Topology"": null}"
"1","pid_graph:396AA5FC","{""id"": ""pid_graph:396AA5FC"", ""API"": ""Yes"", ""ISO"": null, ""MPA"": null, ""Count"": ""50000"", ""GUPRI"": null, ""Label"": null, ""Entity"": null, ""Scheme"": null, ""Status"": ""Established"", ""Unique"": null, ""Coverage"": ""Global"", ""Managers"": ""1"", ""Provider"": null, ""Standard"": null, ""Authority"": null, ""Countries"": null, ""Identifier"": null, ""Persistent"": ""Yes"", ""Resolvable"": null, ""Start Date"": ""2013"", ""Description"": null, ""Availability"": null, ""Disciplinary"": ""Life Sciences"", ""MetaResovers"": null, ""Namespace Type"": null, ""Recommended By"": null, ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": ""1"", ""Resolution Topology"": null}"
"1","pid_graph:3DA72078","{""id"": ""pid_graph:3DA72078"", ""API"": null, ""ISO"": ""FIN"", ""MPA"": null, ""Count"": "" "", ""GUPRI"": null, ""Label"": ""VAT number"", ""Entity"": ""Organisations"", ""Scheme"": ""VAT Scheme"", ""Status"": ""Established"", ""Unique"": null, ""Coverage"": ""Global"", ""Managers"": ""1"", ""Provider"": ""Relevant government agency in each country"", ""Standard"": ""ISO 7064"", ""Authority"": ""Not Applicable"", ""Countries"": ""[\""Finland\""]"", ""Identifier"": ""VAT number"", ""Persistent"": ""Yes"", ""Resolvable"": null, ""Start Date"": ""1954"", ""Description"": ""Identifier of person or company, used for value added tax purposes"", ""Availability"": null, ""Disciplinary"": ""Generic"", ""MetaResovers"": null, ""Namespace Type"": null, ""Recommended By"": ""1"", ""Globally Unique"": ""No"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""No resolver"", ""Number of Resolvers"": null, ""Resolution Topology"": null}"
"1","pid_graph:3E6F3EE6","{""id"": ""pid_graph:3E6F3EE6"", ""API"": ""Yes"", ""ISO"": ""AUS,NLD"", ""MPA"": ""International DOI Foundation"", ""Count"": ""300000000"", ""GUPRI"": ""GUPRi.png"", ""Label"": ""DOI"", ""Entity"": ""Specimens,Instruments,Software,Documents (Text),Research Outputs,Infrastructures,Annotations,Research Grants,Samples,Collection Description,Digital Specimen,Digital Collection"", ""Scheme"": ""Digital Object Identifier"", ""Status"": ""Established"", ""Unique"": ""Globally Unique"", ""Coverage"": ""Global"", ""Managers"": ""11"", ""Provider"": ""HAND"", ""Standard"": ""ISO 26324:2022"", ""Authority"": ""DONA"", ""Countries"": ""[\""Australia\"", \""Netherlands\""]"", ""Identifier"": ""DOI"", ""Persistent"": ""Yes,Explicit"", ""Resolvable"": ""Direct"", ""Start Date"": ""2000"", ""Description"": ""The Digital Object Identifier System is for identifying content objects in the digital environment."", ""Availability"": ""No"", ""Disciplinary"": ""Generic"", ""MetaResovers"": ""Yes"", ""Namespace Type"": ""Semantic Prefix"", ""Recommended By"": ""2"", ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": ""15"", ""Resolution Topology"": ""Cascaded""}"
"1","pid_graph:3E6F3EE61","{""id"": ""pid_graph:3E6F3EE61"", ""API"": null, ""ISO"": ""AUS,CAN,CZE,DEU,FIN,GBR,KOR,NLD"", ""MPA"": ""International DOI Foundation"", ""Count"": ""200000000"", ""GUPRI"": null, ""Label"": ""DOI: Crossref"", ""Entity"": ""Publications"", ""Scheme"": ""Digital Object Identifier"", ""Status"": ""Established"", ""Unique"": null, ""Coverage"": ""Global"", ""Managers"": ""3000"", ""Provider"": ""CrossRef"", ""Standard"": ""ISO 26324:2022"", ""Authority"": ""DONA,CrossRef"", ""Countries"": ""[\""Australia\"", \""Canada\"", \""Czechia\"", \""Germany\"", \""Finland\"", \""UK\"", \""Korea\"", \""Netherlands\""]"", ""Identifier"": ""DOI: Crossref"", ""Persistent"": ""Yes"", ""Resolvable"": null, ""Start Date"": ""2000"", ""Description"": ""One of the official Digital Object Identifier Registration Agencies of the International DOI Foundation"", ""Availability"": null, ""Disciplinary"": ""Generic"", ""MetaResovers"": ""Yes"", ""Namespace Type"": null, ""Recommended By"": ""8"", ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": ""1"", ""Resolution Topology"": null}"
"1","pid_graph:3E6F3EE62","{""id"": ""pid_graph:3E6F3EE62"", ""API"": null, ""ISO"": ""AUS,CAN,CZE,DEU,FIN,GBR,KOR,NLD,NZL"", ""MPA"": ""International DOI Foundation"", ""Count"": ""50000000"", ""GUPRI"": null, ""Label"": ""DOI: DataCite"", ""Entity"": ""Sound,Image,Journal,OutputManagementPlan,JournalArticle,Book,DataPaper,Workflow,Preprint,PhysicalObject,Standard,ConferencePaper,Software,Report,Collection Description,BookChapter,PeerReview,InteractiveResource,Instruments,Dissertation,Model,ComputationalNotebook,Service,Publications,Event,Audiovisual,ConferenceProceeding,Datasets,Academic Conferences,Documents (Text)"", ""Scheme"": ""Digital Object Identifier"", ""Status"": ""Established"", ""Unique"": null, ""Coverage"": ""Global"", ""Managers"": ""3248"", ""Provider"": ""DataCite"", ""Standard"": ""ISO 26324:2022"", ""Authority"": ""DONA"", ""Countries"": ""[\""Australia\"", \""Canada\"", \""Czechia\"", \""Germany\"", \""Finland\"", \""UK\"", \""Korea\"", \""Netherlands\"", \""New Zealand\""]"", ""Identifier"": ""DOI: DataCite"", ""Persistent"": ""Yes"", ""Resolvable"": null, ""Start Date"": ""2009"", ""Description"": ""The global consortium DataCite was established in 2009 to overcome the challenges of data citation. The aim of the consortium is to establish easy access to data, to increase the acceptance of data publication and to support data archiving."", ""Availability"": null, ""Disciplinary"": ""Generic"", ""MetaResovers"": ""Yes"", ""Namespace Type"": null, ""Recommended By"": ""9"", ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": ""1"", ""Resolution Topology"": null}"
"1","pid_graph:3FA62023","{""id"": ""pid_graph:3FA62023"", ""API"": ""Yes"", ""ISO"": null, ""MPA"": ""PID Consortium"", ""Count"": ""100000"", ""GUPRI"": ""GUPRi.png"", ""Label"": ""ePIC"", ""Entity"": ""Datasets"", ""Scheme"": ""Handle System"", ""Status"": ""Established"", ""Unique"": ""Globally Unique"", ""Coverage"": ""Global"", ""Managers"": ""81"", ""Provider"": ""CLARIN"", ""Standard"": ""Handle System Protocol (ver 2.1) Specification"", ""Authority"": ""DONA"", ""Countries"": null, ""Identifier"": ""ePIC"", ""Persistent"": ""Yes,Explicit"", ""Resolvable"": ""Direct"", ""Start Date"": ""2009"", ""Description"": ""The ePIC system is one of several MPAs based on the Handle System, and offers EU-based mirroring and resolution of handles."", ""Availability"": ""No"", ""Disciplinary"": ""Generic"", ""MetaResovers"": ""Yes"", ""Namespace Type"": ""Semantic Prefix"", ""Recommended By"": null, ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": ""1"", ""Resolution Topology"": ""Cascaded""}"
"1","pid_graph:3FA62024","{""id"": ""pid_graph:3FA62024"", ""API"": null, ""ISO"": null, ""MPA"": null, ""Count"": null, ""GUPRI"": null, ""Label"": null, ""Entity"": null, ""Scheme"": null, ""Status"": null, ""Unique"": null, ""Coverage"": null, ""Managers"": ""1"", ""Provider"": null, ""Standard"": null, ""Authority"": null, ""Countries"": null, ""Identifier"": null, ""Persistent"": null, ""Resolvable"": null, ""Start Date"": null, ""Description"": null, ""Availability"": null, ""Disciplinary"": null, ""MetaResovers"": null, ""Namespace Type"": null, ""Recommended By"": null, ""Globally Unique"": null, ""Identifier Type"": null, ""Resolution Type"": null, ""Number of Resolvers"": null, ""Resolution Topology"": null}"
"1","pid_graph:3FA62025","{""id"": ""pid_graph:3FA62025"", ""API"": null, ""ISO"": null, ""MPA"": null, ""Count"": null, ""GUPRI"": null, ""Label"": null, ""Entity"": null, ""Scheme"": null, ""Status"": null, ""Unique"": null, ""Coverage"": null, ""Managers"": ""1"", ""Provider"": null, ""Standard"": null, ""Authority"": null, ""Countries"": null, ""Identifier"": null, ""Persistent"": null, ""Resolvable"": null, ""Start Date"": null, ""Description"": null, ""Availability"": null, ""Disciplinary"": null, ""MetaResovers"": null, ""Namespace Type"": null, ""Recommended By"": null, ""Globally Unique"": null, ""Identifier Type"": null, ""Resolution Type"": null, ""Number of Resolvers"": null, ""Resolution Topology"": null}"
"1","pid_graph:3FA62026","{""id"": ""pid_graph:3FA62026"", ""API"": null, ""ISO"": null, ""MPA"": null, ""Count"": null, ""GUPRI"": null, ""Label"": null, ""Entity"": null, ""Scheme"": null, ""Status"": null, ""Unique"": null, ""Coverage"": null, ""Managers"": ""1"", ""Provider"": null, ""Standard"": null, ""Authority"": null, ""Countries"": null, ""Identifier"": null, ""Persistent"": null, ""Resolvable"": null, ""Start Date"": null, ""Description"": null, ""Availability"": null, ""Disciplinary"": null, ""MetaResovers"": null, ""Namespace Type"": null, ""Recommended By"": null, ""Globally Unique"": null, ""Identifier Type"": null, ""Resolution Type"": null, ""Number of Resolvers"": null, ""Resolution Topology"": null}"
"1","pid_graph:42740FD8","{""id"": ""pid_graph:42740FD8"", ""API"": ""Yes"", ""ISO"": ""NLD"", ""MPA"": null, ""Count"": ""400000"", ""GUPRI"": ""-üṕRi.png"", ""Label"": ""Ringgold ID"", ""Entity"": ""Organisations"", ""Scheme"": ""Ringgold Scheme"", ""Status"": ""Established"", ""Unique"": ""Locally Unique"", ""Coverage"": ""Global"", ""Managers"": ""1"", ""Provider"": ""Ringgold, Inc."", ""Standard"": ""Ringgold Standard"", ""Authority"": ""Ringgold, Inc."", ""Countries"": ""[\""Netherlands\""]"", ""Identifier"": ""Ringgold ID"", ""Persistent"": ""Yes,Implicit"", ""Resolvable"": ""Direct"", ""Start Date"": ""2003"", ""Description"": ""Identifier for organisations in the publishing industry supply chain"", ""Availability"": ""No"", ""Disciplinary"": ""Generic"", ""MetaResovers"": null, ""Namespace Type"": ""No Prefix"", ""Recommended By"": ""1"", ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": ""1"", ""Resolution Topology"": ""Centralised""}"
"1","pid_graph:4502C312","{""id"": ""pid_graph:4502C312"", ""API"": null, ""ISO"": ""CZE"", ""MPA"": null, ""Count"": ""500000"", ""GUPRI"": ""-UPři.png"", ""Label"": ""URN:ISMN"", ""Entity"": ""Printed Music"", ""Scheme"": ""URN:ISMN Scheme"", ""Status"": ""Established"", ""Unique"": ""Namespace Unique"", ""Coverage"": ""Global"", ""Managers"": ""1"", ""Provider"": ""ISMN Agency"", ""Standard"": ""ISO 10957:2021"", ""Authority"": ""ISMN Agency"", ""Countries"": ""[\""Czechia\""]"", ""Identifier"": ""URN:ISMN"", ""Persistent"": ""Explicit,Yes"", ""Resolvable"": ""Indirect"", ""Start Date"": ""1993"", ""Description"": ""identifier for printed music (not in book form) developed by ISO. "", ""Availability"": ""No"", ""Disciplinary"": ""Generic"", ""MetaResovers"": null, ""Namespace Type"": ""No Prefix"", ""Recommended By"": ""1"", ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""No resolver"", ""Number of Resolvers"": ""1"", ""Resolution Topology"": ""Centralised""}"
"1","pid_graph:47118C40","{""id"": ""pid_graph:47118C40"", ""API"": ""Yes"", ""ISO"": null, ""MPA"": null, ""Count"": ""500000"", ""GUPRI"": ""-üṕRi.png"", ""Label"": ""ResearcherID"", ""Entity"": null, ""Scheme"": ""Researcher ID Scheme"", ""Status"": ""Established"", ""Unique"": ""Locally Unique"", ""Coverage"": ""Global"", ""Managers"": ""1"", ""Provider"": ""Clarivate Analytics"", ""Standard"": ""ResearcherID Standard"", ""Authority"": ""Clarivate Analytics"", ""Countries"": null, ""Identifier"": ""ResearcherID"", ""Persistent"": ""Yes,Implicit"", ""Resolvable"": ""Direct"", ""Start Date"": ""2008"", ""Description"": ""ResearcherID is an identifying system for scientific authors. The system was introduced in January 2008 by Thomson Reuters Corporation."", ""Availability"": ""No"", ""Disciplinary"": ""Generic"", ""MetaResovers"": null, ""Namespace Type"": ""No Prefix"", ""Recommended By"": null, ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": ""1"", ""Resolution Topology"": ""Centralised""}"
"1","pid_graph:487BCE7F","{""id"": ""pid_graph:487BCE7F"", ""API"": null, ""ISO"": ""KOR"", ""MPA"": null, ""Count"": ""1000000"", ""GUPRI"": null, ""Label"": ""Korean national research ID"", ""Entity"": ""Researcher,Person"", ""Scheme"": ""Internal Korea NRF Scheme"", ""Status"": ""Established"", ""Unique"": null, ""Coverage"": ""Korea"", ""Managers"": ""1"", ""Provider"": ""National Research Foundation of Korea (NRF)"", ""Standard"": ""Internal Korea NRF Standard"", ""Authority"": ""National Research Foundation of Korea (NRF)"", ""Countries"": ""[\""Korea\""]"", ""Identifier"": ""Korean national research ID"", ""Persistent"": ""Yes"", ""Resolvable"": null, ""Start Date"": ""2009"", ""Description"": null, ""Availability"": null, ""Disciplinary"": ""Generic"", ""MetaResovers"": null, ""Namespace Type"": null, ""Recommended By"": ""1"", ""Globally Unique"": ""No"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": null, ""Resolution Topology"": null}"
"1","pid_graph:4A58E440","{""id"": ""pid_graph:4A58E440"", ""API"": ""Yes"", ""ISO"": null, ""MPA"": null, ""Count"": ""500000000"", ""GUPRI"": ""-üPRi.png"", ""Label"": ""Protein GI number        "", ""Entity"": null, ""Scheme"": ""Internal NCBI Schema"", ""Status"": ""Established"", ""Unique"": ""Locally Unique"", ""Coverage"": ""Global"", ""Managers"": ""1"", ""Provider"": ""National Center for Biotechnology Information (NCBI)"", ""Standard"": ""Internal NCBI Standard"", ""Authority"": ""NCBI"", ""Countries"": null, ""Identifier"": ""Protein GI number        "", ""Persistent"": ""Yes,Explicit"", ""Resolvable"": ""Direct"", ""Start Date"": ""1971"", ""Description"": ""The Protein database is a collection of sequences from several sources, including translations from annotated coding regions in GenBank, RefSeq and TPA, as well as records from SwissProt, PIR, PRF, and PDB. Protein sequences are the fundamental determinants of biological structure and function."", ""Availability"": ""No"", ""Disciplinary"": ""Life Sciences"", ""MetaResovers"": null, ""Namespace Type"": ""No Prefix"", ""Recommended By"": null, ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": ""1"", ""Resolution Topology"": ""Centralised""}"
"1","pid_graph:4A58E4401","{""id"": ""pid_graph:4A58E4401"", ""API"": ""Yes"", ""ISO"": null, ""MPA"": null, ""Count"": ""500000000"", ""GUPRI"": ""-UṕRi.png"", ""Label"": ""GitHub"", ""Entity"": ""Code Repository,Code Fragment,(Source) Code"", ""Scheme"": ""Uniform Resource Locator"", ""Status"": ""Established"", ""Unique"": ""Namespace Unique"", ""Coverage"": ""Global"", ""Managers"": ""1"", ""Provider"": ""GitHub, Inc."", ""Standard"": ""RFC 2396: Uniform Resource Identifiers (URI): Generic Syntax"", ""Authority"": ""GitHub, Inc."", ""Countries"": null, ""Identifier"": ""GitHub"", ""Persistent"": ""Yes,Implicit"", ""Resolvable"": ""Direct"", ""Start Date"": ""2008"", ""Description"": null, ""Availability"": ""No"", ""Disciplinary"": ""Generic"", ""MetaResovers"": ""Yes"", ""Namespace Type"": ""No Prefix"", ""Recommended By"": null, ""Globally Unique"": ""Yes"", ""Identifier Type"": ""URL"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": ""1"", ""Resolution Topology"": ""Centralised""}"
"1","pid_graph:4A58E4402","{""id"": ""pid_graph:4A58E4402"", ""API"": ""Yes"", ""ISO"": null, ""MPA"": null, ""Count"": ""100000000"", ""GUPRI"": ""-UṕRi.png"", ""Label"": ""GitLab"", ""Entity"": ""Code Repository,(Source) Code,Research Software,Code Fragment"", ""Scheme"": ""Uniform Resource Locator"", ""Status"": ""Established"", ""Unique"": ""Namespace Unique"", ""Coverage"": ""Global"", ""Managers"": ""1"", ""Provider"": ""GitLab Inc."", ""Standard"": ""RFC 2396: Uniform Resource Identifiers (URI): Generic Syntax"", ""Authority"": ""GitLab Inc."", ""Countries"": null, ""Identifier"": ""GitLab"", ""Persistent"": ""Yes,Implicit"", ""Resolvable"": ""Direct"", ""Start Date"": ""2011"", ""Description"": null, ""Availability"": ""No"", ""Disciplinary"": ""Generic"", ""MetaResovers"": ""Yes"", ""Namespace Type"": ""No Prefix"", ""Recommended By"": null, ""Globally Unique"": ""Yes"", ""Identifier Type"": ""URL"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": ""1"", ""Resolution Topology"": ""Centralised""}"
"1","pid_graph:4EA08A5A","{""id"": ""pid_graph:4EA08A5A"", ""API"": null, ""ISO"": null, ""MPA"": null, ""Count"": ""170000"", ""GUPRI"": null, ""Label"": ""URN:NBN:IT"", ""Entity"": null, ""Scheme"": ""URN:NBN"", ""Status"": ""Established"", ""Unique"": null, ""Coverage"": ""Italy"", ""Managers"": ""1"", ""Provider"": ""ICCU - Istituto Centrale per il Catalogo Unico della Biblioteche Italiane per le informazioni bibliografiche"", ""Standard"": ""RFC 8458: ‘Using National Bibliography Numbers as Uniform Resource Name’"", ""Authority"": ""ICCU - Istituto Centrale per il Catalogo Unico della Biblioteche Italiane per le informazioni bibliografiche"", ""Countries"": null, ""Identifier"": ""URN:NBN:IT"", ""Persistent"": ""Yes"", ""Resolvable"": null, ""Start Date"": ""2007"", ""Description"": ""National Bibliography Number (NBN) is a group of publication identifier systems used by national libraries in countries such as Germany, Italy, Finland, Norway, The Netherlands and Sweden"", ""Availability"": null, ""Disciplinary"": ""Generic"", ""MetaResovers"": null, ""Namespace Type"": null, ""Recommended By"": null, ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": null, ""Resolution Topology"": null}"
"1","pid_graph:50E7B5FE","{""id"": ""pid_graph:50E7B5FE"", ""API"": null, ""ISO"": null, ""MPA"": null, ""Count"": ""1400000"", ""GUPRI"": ""-üPRi.png"", ""Label"": ""NLM Catalog ID        "", ""Entity"": null, ""Scheme"": ""NLM Catalog Scheme"", ""Status"": ""Established"", ""Unique"": ""Locally Unique"", ""Coverage"": ""Global"", ""Managers"": ""1"", ""Provider"": ""National Center for Biotechnology Information (NCBI)"", ""Standard"": ""NLM Catalogue ID Standard"", ""Authority"": ""NCBI"", ""Countries"": null, ""Identifier"": ""NLM Catalog ID        "", ""Persistent"": ""Explicit,Yes"", ""Resolvable"": ""Direct"", ""Start Date"": ""1960"", ""Description"": ""The NLM Catalog provides access to NLM bibliographic data for journals, books, audiovisuals, computer software, electronic resources and other materials. Links to the library's holdings in LocatorPlus, NLM's online public access catalog, are also provided."", ""Availability"": ""No"", ""Disciplinary"": ""Life Sciences"", ""MetaResovers"": null, ""Namespace Type"": ""No Prefix"", ""Recommended By"": null, ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": ""1"", ""Resolution Topology"": ""Centralised""}"
"1","pid_graph:52184C71","{""id"": ""pid_graph:52184C71"", ""API"": ""Yes"", ""ISO"": null, ""MPA"": null, ""Count"": ""110000000"", ""GUPRI"": ""GUṕRi.png"", ""Label"": ""QID / WDQID"", ""Entity"": null, ""Scheme"": ""Wikidata Identifier Scheme"", ""Status"": ""Established"", ""Unique"": ""Globally Unique"", ""Coverage"": ""Global"", ""Managers"": ""1"", ""Provider"": ""Wikimedia Foundation"", ""Standard"": ""Wikidata Identifiers Standard"", ""Authority"": ""Wikimedia Foundation"", ""Countries"": null, ""Identifier"": ""QID / WDQID"", ""Persistent"": ""Implicit,Yes"", ""Resolvable"": ""Direct"", ""Start Date"": ""2012"", ""Description"": ""Wikidata is a collaboratively edited knowledge base operated by the Wikimedia Foundation. It is intended to provide a common source of certain types of data which can be used by Wikimedia projects such as Wikipedia. Wikidata functions as a document-oriented database, centred on individual items. Items represent topics, for which basic information is stored that identifies each topic."", ""Availability"": ""No"", ""Disciplinary"": ""Generic"", ""MetaResovers"": ""Yes"", ""Namespace Type"": ""Semantic Prefix"", ""Recommended By"": null, ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": ""1"", ""Resolution Topology"": ""Centralised""}"
